Date,EUR/TND,USD/TND ,,,,, ,,,,,,,
9/4/2020,1.0927,2.9064,,,,,,,,,,,,
10/4/2020,1.0935,2.9064,,,,,,,,,,,,
13/4/2020,1.0913,2.8968,,,,,,,,,,,,
14/4/2020,1.0979,2.8891,,,,,,,,,,,,
15/4/2020,1.0907,2.8952,,,,,,,,,,,,
16/4/2020,1.0835,2.90135,,,,,,,,,,,,
17/4/2020,1.0876,2.9087,,,,,,,,,,,,
20/4/2020,1.0862,2.9051,,,,,,,,,,,,
21/4/2020,1.0856,2.907,,,,,,,,,,,,
22/4/2020,1.0822,2.9003,,,,,,,,,,,,
23/4/2020,1.0776,2.918,,,,,,,,,,,,
24/4/2020,1.082,2.9183,,,,,,,,,,,,
27/4/2020,1.0828,2.9062,,,,,,,,,,,,
28/4/2020,1.0818,2.8959,,,,,,,,,,,,
29/4/2020,1.0873,2.9031,,,,,,,,,,,,
30/4/2020,1.0955,2.8977,,,,,,,,,,,,
1/5/2020,1.0983,2.8903,,,,,,,,,,,,
4/5/2020,1.0906,2.8903,,,,,,,,,,,,
5/5/2020,1.0838,2.907,,,,,,,,,,,,
6/5/2020,1.0794,2.9125,,,,,,,,,,,,
7/5/2020,1.0832,2.9148,,,,,,,,,,,,
8/5/2020,1.084,2.9073,,,,,,,,,,,,
11/5/2020,1.0806,2.9123,,,,,,,,,,,,
12/5/2020,1.0846,2.9088,,,,,,,,,,,,
13/5/2020,1.0816,2.90625,,,,,,,,,,,,
14/5/2020,1.0804,2.9204,,,,,,,,,,,,
15/5/2020,1.0815,2.9157,,,,,,,,,,,,
18/5/2020,1.0912,2.91495,,,,,,,,,,,,
19/5/2020,1.0921,2.8912,,,,,,,,,,,,
20/5/2020,1.0977,2.8931,,,,,,,,,,,,
21/5/2020,1.0949,2.8868,,,,,,,,,,,,
22/5/2020,1.09,2.9012,,,,,,,,,,,,
25/5/2020,1.0899,2.8917,,,,,,,,,,,,
26/5/2020,1.098,2.8917,,,,,,,,,,,,
27/5/2020,1.1003,2.8818,,,,,,,,,,,,
28/5/2020,1.1076,2.8851,,,,,,,,,,,,
29/5/2020,1.1098,2.86065,,,,,,,,,,,,
1/6/2020,1.1134,2.8689,,,,,,,,,,,,
2/6/2020,1.1169,2.8579,,,,,,,,,,,,
3/6/2020,1.1232,2.8531,,,,,,,,,,,,
4/6/2020,1.1336,2.85805,,,,,,,,,,,,
5/6/2020,1.1284,2.83995,,,,,,,,,,,,
8/6/2020,1.1292,2.84045,,,,,,,,,,,,
9/6/2020,1.134,2.83485,,,,,,,,,,,,
10/6/2020,1.1369,2.8296,,,,,,,,,,,,
11/6/2020,1.1297,2.83075,,,,,,,,,,,,
12/6/2020,1.1254,2.8427,,,,,,,,,,,,
15/6/2020,1.1322,2.84435,,,,,,,,,,,,
16/6/2020,1.1263,2.8449,,,,,,,,,,,,
17/6/2020,1.1243,2.8534,,,,,,,,,,,,
18/6/2020,1.1202,2.8545,,,,,,,,,,,,
19/6/2020,1.1175,2.8542,,,,,,,,,,,,
22/6/2020,1.1258,2.8507,,,,,,,,,,,,
23/6/2020,1.1306,2.83515,,,,,,,,,,,,
24/6/2020,1.125,2.8473,,,,,,,,,,,,
25/6/2020,1.1217,2.85625,,,,,,,,,,,,
26/6/2020,1.1217,2.8586,,,,,,,,,,,,
29/6/2020,1.124,2.8527,,,,,,,,,,,,
30/6/2020,1.1231,2.85915,,,,,,,,,,,,
1/7/2020,1.125,2.85985,,,,,,,,,,,,
2/7/2020,1.1238,2.8467,,,,,,,,,,,,
3/7/2020,1.1248,2.85415,,,,,,,,,,,,
6/7/2020,1.1308,2.8415,,,,,,,,,,,,
7/7/2020,1.127,2.84685,,,,,,,,,,,,
8/7/2020,1.1329,2.8456,,,,,,,,,,,,
9/7/2020,1.1281,2.8373,,,,,,,,,,,,
10/7/2020,1.1298,2.8406,,,,,,,,,,,,
13/7/2020,1.134,2.83655,,,,,,,,,,,,
14/7/2020,1.1396,2.83325,,,,,,,,,,,,
15/7/2020,1.141,2.81935,,,,,,,,,,,,
16/7/2020,1.1383,2.82705,,,,,,,,,,,,
17/7/2020,1.1426,2.8223,,,,,,,,,,,,
20/7/2020,1.1444,2.81555,,,,,,,,,,,,
21/7/2020,1.1526,2.81655,,,,,,,,,,,,
22/7/2020,1.1568,2.79705,,,,,,,,,,,,
23/7/2020,1.1594,2.78845,,,,,,,,,,,,
24/7/2020,1.1654,2.7851,,,,,,,,,,,,
27/7/2020,1.1751,2.7583,,,,,,,,,,,,
28/7/2020,1.1714,2.75435,,,,,,,,,,,,
29/7/2020,1.179,2.75265,,,,,,,,,,,,
30/7/2020,1.1846,2.74975,,,,,,,,,,,,
31/7/2020,1.1774,2.74975,,,,,,,,,,,,
3/8/2020,1.1761,2.7538,,,,,,,,,,,,
4/8/2020,1.18,2.74515,,,,,,,,,,,,
5/8/2020,1.1861,2.7348,,,,,,,,,,,,
6/8/2020,1.1875,2.7333,,,,,,,,,,,,
7/8/2020,1.1786,2.7389,,,,,,,,,,,,
10/8/2020,1.1736,2.75075,,,,,,,,,,,,
11/8/2020,1.1739,2.7426,,,,,,,,,,,,
12/8/2020,1.1782,2.7476,,,,,,,,,,,,
13/8/2020,1.1812,2.74225,,,,,,,,,,,,
14/8/2020,1.1841,2.74225,,,,,,,,,,,,
17/8/2020,1.1869,2.7411,,,,,,,,,,,,
18/8/2020,1.1929,2.7285,,,,,,,,,,,,
19/8/2020,1.1836,2.72385,,,,,,,,,,,,
20/8/2020,1.1859,2.72385,,,,,,,,,,,,
21/8/2020,1.1795,2.7442,,,,,,,,,,,,
24/8/2020,1.1787,2.74095,,,,,,,,,,,,
25/8/2020,1.1833,2.74335,,,,,,,,,,,,
26/8/2020,1.1829,2.74445,,,,,,,,,,,,
27/8/2020,1.1821,2.74565,,,,,,,,,,,,
28/8/2020,1.1903,2.7286,,,,,,,,,,,,
31/8/2020,1.1936,2.7248,,,,,,,,,,,,
1/9/2020,1.191,2.7224,,,,,,,,,,,,
2/9/2020,1.1853,2.7392,,,,,,,,,,,,
3/9/2020,1.1849,2.73855,,,,,,,,,,,,
4/9/2020,1.1838,2.7448,,,,,,,,,,,,
7/9/2020,1.1817,2.7424,,,,,,,,,,,,
8/9/2020,1.1779,2.7476,,,,,,,,,,,,
9/9/2020,1.1802,2.74485,,,,,,,,,,,,
10/9/2020,1.1813,2.7382,,,,,,,,,,,,
11/9/2020,1.1845,2.75115,,,,,,,,,,,,
14/9/2020,1.1868,2.7434,,,,,,,,,,,,
15/9/2020,1.1845,2.7461,,,,,,,,,,,,
16/9/2020,1.1814,2.7495,,,,,,,,,,,,
17/9/2020,1.1847,2.751,,,,,,,,,,,,
18/9/2020,1.1837,2.74545,,,,,,,,,,,,
21/9/2020,1.1769,2.7602,,,,,,,,,,,,
22/9/2020,1.1706,2.76415,,,,,,,,,,,,
23/9/2020,1.1659,2.77295,,,,,,,,,,,,
24/9/2020,1.1672,2.78015,,,,,,,,,,,,
25/9/2020,1.163,2.78495,,,,,,,,,,,,
28/9/2020,1.1664,2.77525,,,,,,,,,,,,
29/9/2020,1.1742,2.7684,,,,,,,,,,,,
30/9/2020,1.1718,2.76935,,,,,,,,,,,,
1/10/2020,1.1747,2.76735,,,,,,,,,,,,
2/10/2020,1.1713,2.76835,,,,,,,,,,,,
5/10/2020,1.1781,2.75805,,,,,,,,,,,,
6/10/2020,1.1734,2.75695,,,,,,,,,,,,
7/10/2020,1.176,2.76285,,,,,,,,,,,,
8/10/2020,1.1758,2.76605,,,,,,,,,,,,
9/10/2020,1.1824,2.7574,,,,,,,,,,,,
12/10/2020,1.1813,2.75355,,,,,,,,,,,,
13/10/2020,1.1744,2.76155,,,,,,,,,,,,
14/10/2020,1.1746,2.76185,,,,,,,,,,,,
15/10/2020,1.1706,2.76655,,,,,,,,,,,,
16/10/2020,1.1718,2.76655,,,,,,,,,,,,
19/10/2020,1.1766,2.76015,,,,,,,,,,,,
20/10/2020,1.1821,2.75395,,,,,,,,,,,,
21/10/2020,1.1861,2.7418,,,,,,,,,,,,
22/10/2020,1.1816,2.7502,,,,,,,,,,,,
23/10/2020,1.1859,2.75025,,,,,,,,,,,,
26/10/2020,1.1808,2.75245,,,,,,,,,,,,
27/10/2020,1.1795,2.7504,,,,,,,,,,,,
28/10/2020,1.1744,2.76305,,,,,,,,,,,,
29/10/2020,1.1674,2.76305,,,,,,,,,,,,
30/10/2020,1.1647,2.7709,,,,,,,,,,,,
2/11/2020,1.164,2.7799,,,,,,,,,,,,
3/11/2020,1.1711,2.76845,,,,,,,,,,,,
4/11/2020,1.1722,2.7651,,,,,,,,,,,,
5/11/2020,1.1821,2.74755,,,,,,,,,,,,
6/11/2020,1.1872,2.7401,,,,,,,,,,,,
9/11/2020,1.1813,2.7401,,,,,,,,,,,,
10/11/2020,1.1814,2.75105,,,,,,,,,,,,
11/11/2020,1.1777,2.75865,,,,,,,,,,,,
12/11/2020,1.1804,2.7516,,,,,,,,,,,,
13/11/2020,1.1832,2.7505,,,,,,,,,,,,
16/11/2020,1.1853,2.74975,,,,,,,,,,,,
17/11/2020,1.1861,2.7389,,,,,,,,,,,,
18/11/2020,1.1852,2.7428,,,,,,,,,,,,
19/11/2020,1.1873,2.74915,,,,,,,,,,,,
20/11/2020,1.1853,2.7413,,,,,,,,,,,,
23/11/2020,1.184,2.7372,,,,,,,,,,,,
24/11/2020,1.1888,2.7452,,,,,,,,,,,,
25/11/2020,1.1913,2.7382,,,,,,,,,,,,
26/11/2020,1.1913,2.73815,,,,,,,,,,,,
27/11/2020,1.1962,2.7348,,,,,,,,,,,,
30/11/2020,1.1928,2.727,,,,,,,,,,,,
1/12/2020,1.207,2.7273,,,,,,,,,,,,
2/12/2020,1.2115,2.7187,,,,,,,,,,,,
3/12/2020,1.214,2.7056,,,,,,,,,,,,
4/12/2020,1.212,2.7055,,,,,,,,,,,,
7/12/2020,1.2108,2.7102,,,,,,,,,,,,
8/12/2020,1.2101,2.7094,,,,,,,,,,,,
9/12/2020,1.2081,2.7104,,,,,,,,,,,,
10/12/2020,1.2136,2.7128,,,,,,,,,,,,
11/12/2020,1.2111,2.7108,,,,,,,,,,,,
14/12/2020,1.2143,2.7031,,,,,,,,,,,,
15/12/2020,1.2151,2.7065,,,,,,,,,,,,
16/12/2020,1.2197,2.697,,,,,,,,,,,,
17/12/2020,1.2266,2.6874,,,,,,,,,,,,
18/12/2020,1.2255,2.6859,,,,,,,,,,,,
21/12/2020,1.2242,2.6943,,,,,,,,,,,,
22/12/2020,1.2161,2.6907,,,,,,,,,,,,
23/12/2020,1.2185,2.6968,,,,,,,,,,,,
24/12/2020,1.2186,2.6938,,,,,,,,,,,,
25/12/2020,1.2204,2.6961,,,,,,,,,,,,
28/12/2020,1.2214,2.6906,,,,,,,,,,,,
29/12/2020,1.2247,2.6855,,,,,,,,,,,,
30/12/2020,1.2295,2.6793,,,,,,,,,,,,
31/12/2020,1.2213,2.67985,,,,,,,,,,,,
4/1/2021,1.2248,2.6775,,,,,,,,,,,,
5/1/2021,1.2294,2.6828,,,,,,,,,,,,
6/1/2021,1.2325,2.6794,,,,,,,,,,,,
7/1/2021,1.227,2.68245,,,,,,,,,,,,
8/1/2021,1.2218,2.68295,,,,,,,,,,,,
11/1/2021,1.2149,2.7011,,,,,,,,,,,,
12/1/2021,1.2207,2.7024,,,,,,,,,,,,
13/1/2021,1.2157,2.6986,,,,,,,,,,,,
14/1/2021,1.2156,2.7021,,,,,,,,,,,,
15/1/2021,1.2078,2.7021,,,,,,,,,,,,
18/1/2021,1.2076,2.7136,,,,,,,,,,,,
19/1/2021,1.2128,2.7032,,,,,,,,,,,,
20/1/2021,1.2104,2.7077,,,,,,,,,,,,
21/1/2021,1.2162,2.7005,,,,,,,,,,,,
22/1/2021,1.2167,2.7001,,,,,,,,,,,,
25/1/2021,1.2137,2.7005,,,,,,,,,,,,
26/1/2021,1.216,2.6994,,,,,,,,,,,,
27/1/2021,1.2108,2.7069,,,,,,,,,,,,
28/1/2021,1.2121,2.7042,,,,,,,,,,,,
29/1/2021,1.2136,2.7,,,,,,,,,,,,
1/2/2021,1.2059,2.7105,,,,,,,,,,,,
2/2/2021,1.2042,2.718,,,,,,,,,,,,
3/2/2021,1.2034,2.7215,,,,,,,,,,,,
4/2/2021,1.1962,2.7281,,,,,,,,,,,,
5/2/2021,1.2042,2.725,,,,,,,,,,,,
8/2/2021,1.2048,2.7233,,,,,,,,,,,,
9/2/2021,1.2117,2.7123,,,,,,,,,,,,
10/2/2021,1.2116,2.7065,,,,,,,,,,,,
11/2/2021,1.2128,2.7067,,,,,,,,,,,,
12/2/2021,1.2118,2.7148,,,,,,,,,,,,
15/2/2021,1.2127,2.7083,,,,,,,,,,,,
16/2/2021,1.2104,2.7117,,,,,,,,,,,,
17/2/2021,1.2036,2.7241,,,,,,,,,,,,
18/2/2021,1.2088,2.7169,,,,,,,,,,,,
19/2/2021,1.2117,2.7094,,,,,,,,,,,,
22/2/2021,1.2154,2.7068,,,,,,,,,,,,
23/2/2021,1.2149,2.7069,,,,,,,,,,,,
24/2/2021,1.2164,2.7116,,,,,,,,,,,,
25/2/2021,1.2176,2.6989,,,,,,,,,,,,
26/2/2021,1.2074,2.7152,,,,,,,,,,,,
1/3/2021,1.2047,2.726,,,,,,,,,,,,
2/3/2021,1.2089,2.72845,,,,,,,,,,,,
3/3/2021,1.2062,2.72825,,,,,,,,,,,,
4/3/2021,1.1966,2.73065,,,,,,,,,,,,
5/3/2021,1.1917,2.7464,,,,,,,,,,,,
8/3/2021,1.1843,2.75905,,,,,,,,,,,,
9/3/2021,1.1898,2.757,,,,,,,,,,,,
10/3/2021,1.1925,2.75135,,,,,,,,,,,,
11/3/2021,1.1984,2.7449,,,,,,,,,,,,
12/3/2021,1.1952,2.75105,,,,,,,,,,,,
15/3/2021,1.1928,2.7509,,,,,,,,,,,,
16/3/2021,1.19,2.7534,,,,,,,,,,,,
17/3/2021,1.1978,2.75485,,,,,,,,,,,,
18/3/2021,1.1915,2.75285,,,,,,,,,,,,
19/3/2021,1.1903,2.75885,,,,,,,,,,,,
22/3/2021,1.1931,2.75435,,,,,,,,,,,,
23/3/2021,1.1849,2.7625,,,,,,,,,,,,
24/3/2021,1.1812,2.77095,,,,,,,,,,,,
25/3/2021,1.1764,2.77405,,,,,,,,,,,,
26/3/2021,1.1796,2.77835,,,,,,,,,,,,
29/3/2021,1.1762,2.78145,,,,,,,,,,,,
30/3/2021,1.1714,2.79065,,,,,,,,,,,,
31/3/2021,1.1728,2.78755,,,,,,,,,,,,
1/4/2021,1.1775,2.78735,,,,,,,,,,,,
2/4/2021,1.1762,2.78545,,,,,,,,,,,,
5/4/2021,1.1811,2.77745,,,,,,,,,,,,
6/4/2021,1.1875,2.77345,,,,,,,,,,,,
7/4/2021,1.187,2.76665,,,,,,,,,,,,
8/4/2021,1.1912,2.76545,,,,,,,,,,,,
9/4/2021,1.1896,2.7633,,,,,,,,,,,,
12/4/2021,1.1909,2.7633,,,,,,,,,,,,
13/4/2021,1.1946,2.76725,,,,,,,,,,,,
14/4/2021,1.1978,2.7576,,,,,,,,,,,,
15/4/2021,1.1965,2.75605,,,,,,,,,,,,
16/4/2021,1.1983,2.75355,,,,,,,,,,,,
19/4/2021,1.2033,2.743,,,,,,,,,,,,
20/4/2021,1.2033,2.7408,,,,,,,,,,,,
21/4/2021,1.2033,2.74735,,,,,,,,,,,,
22/4/2021,1.2015,2.7425,,,,,,,,,,,,
23/4/2021,1.2099,2.74165,,,,,,,,,,,,
26/4/2021,1.2083,2.7365,,,,,,,,,,,,
27/4/2021,1.209,2.7392,,,,,,,,,,,,
28/4/2021,1.2123,2.74315,,,,,,,,,,,,
29/4/2021,1.2118,2.7338,,,,,,,,,,,,
30/4/2021,1.2018,2.74035,,,,,,,,,,,,
3/5/2021,1.2061,2.74605,,,,,,,,,,,,
4/5/2021,1.2013,2.7516,,,,,,,,,,,,
5/5/2021,1.2005,2.75035,,,,,,,,,,,,
6/5/2021,1.2064,2.7459,,,,,,,,,,,,
7/5/2021,1.2163,2.74265,,,,,,,,,,,,
10/5/2021,1.2129,2.7277,,,,,,,,,,,,
11/5/2021,1.2146,2.7275,,,,,,,,,,,,
12/5/2021,1.2069,2.7275,,,,,,,,,,,,
13/5/2021,1.2078,2.7275,,,,,,,,,,,,
14/5/2021,1.214,2.7275,,,,,,,,,,,,
17/5/2021,1.2151,2.73175,,,,,,,,,,,,
18/5/2021,1.222,2.722,,,,,,,,,,,,
19/5/2021,1.2172,2.72015,,,,,,,,,,,,
20/5/2021,1.2226,2.7216,,,,,,,,,,,,
21/5/2021,1.2179,2.7248,,,,,,,,,,,,
24/5/2021,1.2215,2.7194,,,,,,,,,,,,
25/5/2021,1.225,2.71675,,,,,,,,,,,,
26/5/2021,1.219,2.7195,,,,,,,,,,,,
27/5/2021,1.2192,2.7232,,,,,,,,,,,,
28/5/2021,1.2189,2.7314,,,,,,,,,,,,
31/5/2021,1.2225,2.7236,,,,,,,,,,,,
1/6/2021,1.2211,2.717,,,,,,,,,,,,
2/6/2021,1.2209,2.725,,,,,,,,,,,,
3/6/2021,1.2124,2.73535,,,,,,,,,,,,
4/6/2021,1.2165,2.7286,,,,,,,,,,,,
7/6/2021,1.2189,2.72755,,,,,,,,,,,,
8/6/2021,1.2171,2.7284,,,,,,,,,,,,
9/6/2021,1.2178,2.72455,,,,,,,,,,,,
10/6/2021,1.2169,2.72855,,,,,,,,,,,,
11/6/2021,1.2106,2.73665,,,,,,,,,,,,
14/6/2021,1.2118,2.73745,,,,,,,,,,,,
15/6/2021,1.2124,2.7377,,,,,,,,,,,,
16/6/2021,1.1994,2.737,,,,,,,,,,,,
17/6/2021,1.1906,2.767,,,,,,,,,,,,
18/6/2021,1.186,2.7765,,,,,,,,,,,,
21/6/2021,1.1915,2.76825,,,,,,,,,,,,
22/6/2021,1.1938,2.77345,,,,,,,,,,,,
23/6/2021,1.1925,2.76225,,,,,,,,,,,,
24/6/2021,1.193,2.76645,,,,,,,,,,,,
25/6/2021,1.1933,2.76325,,,,,,,,,,,,
28/6/2021,1.1924,2.76845,,,,,,,,,,,,
29/6/2021,1.1895,2.7753,,,,,,,,,,,,
30/6/2021,1.1855,2.77535,,,,,,,,,,,,
1/7/2021,1.1848,2.78065,,,,,,,,,,,,
2/7/2021,1.1864,2.78465,,,,,,,,,,,,
5/7/2021,1.1861,2.7769,,,,,,,,,,,,
6/7/2021,1.1822,2.78135,,,,,,,,,,,,
7/7/2021,1.1789,2.78505,,,,,,,,,,,,
8/7/2021,1.1842,2.7807,,,,,,,,,,,,
9/7/2021,1.1873,2.77905,,,,,,,,,,,,
12/7/2021,1.1859,2.77975,,,,,,,,,,,,
13/7/2021,1.1774,2.78085,,,,,,,,,,,,
14/7/2021,1.1835,2.78605,,,,,,,,,,,,
15/7/2021,1.1812,2.78165,,,,,,,,,,,,
16/7/2021,1.1805,2.7862,,,,,,,,,,,,
19/7/2021,1.1798,2.79055,,,,,,,,,,,,
20/7/2021,1.1779,2.78835,,,,,,,,,,,,
21/7/2021,1.1792,2.78835,,,,,,,,,,,,
22/7/2021,1.177,2.78835,,,,,,,,,,,,
23/7/2021,1.1771,2.79245,,,,,,,,,,,,
26/7/2021,1.1799,2.78855,,,,,,,,,,,,
27/7/2021,1.1814,2.78845,,,,,,,,,,,,
28/7/2021,1.1842,2.7862,,,,,,,,,,,,
29/7/2021,1.1886,2.77445,,,,,,,,,,,,
30/7/2021,1.187,2.77045,,,,,,,,,,,,
2/8/2021,1.1867,2.77315,,,,,,,,,,,,
3/8/2021,1.186,2.7742,,,,,,,,,,,,
4/8/2021,1.1835,2.77835,,,,,,,,,,,,
5/8/2021,1.1832,2.77995,,,,,,,,,,,,
6/8/2021,1.176,2.78715,,,,,,,,,,,,
9/8/2021,1.1737,2.79475,,,,,,,,,,,,
10/8/2021,1.1718,2.80255,,,,,,,,,,,,
11/8/2021,1.1737,2.80255,,,,,,,,,,,,
12/8/2021,1.1727,2.79895,,,,,,,,,,,,
13/8/2021,1.1791,2.79135,,,,,,,,,,,,
16/8/2021,1.1777,2.79135,,,,,,,,,,,,
17/8/2021,1.1708,2.79355,,,,,,,,,,,,
18/8/2021,1.171,2.80345,,,,,,,,,,,,
19/8/2021,1.1674,2.80565,,,,,,,,,,,,
20/8/2021,1.1696,2.8095,,,,,,,,,,,,
23/8/2021,1.1743,2.80375,,,,,,,,,,,,
24/8/2021,1.1753,2.80115,,,,,,,,,,,,
25/8/2021,1.177,2.80105,,,,,,,,,,,,
26/8/2021,1.175,2.79595,,,,,,,,,,,,
27/8/2021,1.1793,2.79995,,,,,,,,,,,,
30/8/2021,1.1795,2.7931,,,,,,,,,,,,
31/8/2021,1.1807,2.78865,,,,,,,,,,,,
1/9/2021,1.1837,2.79065,,,,,,,,,,,,
2/9/2021,1.1873,2.78535,,,,,,,,,,,,
3/9/2021,1.1882,2.78135,,,,,,,,,,,,
6/9/2021,1.1868,2.78265,,,,,,,,,,,,
7/9/2021,1.1839,2.78245,,,,,,,,,,,,
8/9/2021,1.1813,2.79025,,,,,,,,,,,,
9/9/2021,1.1825,2.78785,,,,,,,,,,,,
10/9/2021,1.1814,2.78745,,,,,,,,,,,,
13/9/2021,1.1808,2.79585,,,,,,,,,,,,
14/9/2021,1.1802,2.79135,,,,,,,,,,,,
15/9/2021,1.1815,2.78785,,,,,,,,,,,,
16/9/2021,1.1764,2.79865,,,,,,,,,,,,
17/9/2021,1.1725,2.79995,,,,,,,,,,,,
20/9/2021,1.1725,2.80555,,,,,,,,,,,,
21/9/2021,1.1723,2.80425,,,,,,,,,,,,
22/9/2021,1.1686,2.80185,,,,,,,,,,,,
23/9/2021,1.1736,2.80105,,,,,,,,,,,,
24/9/2021,1.1714,2.80795,,,,,,,,,,,,
27/9/2021,1.1694,2.80915,,,,,,,,,,,,
28/9/2021,1.1681,2.8163,,,,,,,,,,,,
29/9/2021,1.1595,2.822,,,,,,,,,,,,
30/9/2021,1.1581,2.8299,,,,,,,,,,,,
1/10/2021,1.1594,2.82565,,,,,,,,,,,,
4/10/2021,1.1621,2.82125,,,,,,,,,,,,
5/10/2021,1.1596,2.8265,,,,,,,,,,,,
6/10/2021,1.1556,2.83505,,,,,,,,,,,,
7/10/2021,1.155,2.83095,,,,,,,,,,,,
8/10/2021,1.1567,2.83195,,,,,,,,,,,,
11/10/2021,1.1551,2.83045,,,,,,,,,,,,
12/10/2021,1.1527,2.83885,,,,,,,,,,,,
13/10/2021,1.1592,2.83365,,,,,,,,,,,,
14/10/2021,1.1594,2.82865,,,,,,,,,,,,
15/10/2021,1.16,2.82045,,,,,,,,,,,,
18/10/2021,1.1609,2.82045,,,,,,,,,,,,
19/10/2021,1.1632,2.82045,,,,,,,,,,,,
20/10/2021,1.1649,2.82065,,,,,,,,,,,,
21/10/2021,1.1621,2.82065,,,,,,,,,,,,
22/10/2021,1.1647,2.8196,,,,,,,,,,,,
25/10/2021,1.1606,2.82495,,,,,,,,,,,,
26/10/2021,1.1595,2.82605,,,,,,,,,,,,
27/10/2021,1.1604,2.82425,,,,,,,,,,,,
28/10/2021,1.1679,2.82215,,,,,,,,,,,,
29/10/2021,1.1561,2.82345,,,,,,,,,,,,
1/11/2021,1.1606,2.8337,,,,,,,,,,,,
2/11/2021,1.1577,2.8312,,,,,,,,,,,,
3/11/2021,1.161,2.8338,,,,,,,,,,,,
4/11/2021,1.1552,2.83825,,,,,,,,,,,,
5/11/2021,1.1566,2.8416,,,,,,,,,,,,
8/11/2021,1.1586,2.8324,,,,,,,,,,,,
9/11/2021,1.1591,2.83,,,,,,,,,,,,
10/11/2021,1.1478,2.8353,,,,,,,,,,,,
11/11/2021,1.145,2.8514,,,,,,,,,,,,
12/11/2021,1.145,2.85475,,,,,,,,,,,,
15/11/2021,1.1367,2.8544,,,,,,,,,,,,
16/11/2021,1.1319,2.8674,,,,,,,,,,,,
17/11/2021,1.1319,2.87685,,,,,,,,,,,,
18/11/2021,1.1369,2.8702,,,,,,,,,,,,
19/11/2021,1.1288,2.8771,,,,,,,,,,,,
22/11/2021,1.1234,2.88485,,,,,,,,,,,,
23/11/2021,1.1246,2.8865,,,,,,,,,,,,
24/11/2021,1.1197,2.895,,,,,,,,,,,,
25/11/2021,1.1206,2.8915,,,,,,,,,,,,
26/11/2021,1.1317,2.8787,,,,,,,,,,,,
29/11/2021,1.1291,2.8813,,,,,,,,,,,,
30/11/2021,1.1336,2.8662,,,,,,,,,,,,
1/12/2021,1.1319,2.8705,,,,,,,,,,,,
2/12/2021,1.1299,2.8702,,,,,,,,,,,,
3/12/2021,1.1313,2.8777,,,,,,,,,,,,
6/12/2021,1.1285,2.8775,,,,,,,,,,,,
7/12/2021,1.1263,2.8871,,,,,,,,,,,,
8/12/2021,1.1342,2.87735,,,,,,,,,,,,
9/12/2021,1.1292,2.87585,,,,,,,,,,,,
10/12/2021,1.1311,2.87925,,,,,,,,,,,,
13/12/2021,1.1283,2.879,,,,,,,,,,,,
14/12/2021,1.1257,2.8778,,,,,,,,,,,,
15/12/2021,1.1285,2.8855,,,,,,,,,,,,
16/12/2021,1.1328,2.87265,,,,,,,,,,,,
17/12/2021,1.1239,2.88,,,,,,,,,,,,
20/12/2021,1.1275,2.88,,,,,,,,,,,,
21/12/2021,1.1283,2.8811,,,,,,,,,,,,
22/12/2021,1.1324,2.8768,,,,,,,,,,,,
23/12/2021,1.1328,2.876,,,,,,,,,,,,
24/12/2021,1.1317,2.8751,,,,,,,,,,,,
27/12/2021,1.1325,2.87545,,,,,,,,,,,,
28/12/2021,1.1309,2.87585,,,,,,,,,,,,
29/12/2021,1.1348,2.8744,,,,,,,,,,,,
30/12/2021,1.1323,2.8774,,,,,,,,,,,,
31/12/2021,1.1368,2.87355,,,,,,,,,,,,
3/1/2022,1.1294,2.8706,,,,,,,,,,,,
4/1/2022,1.1285,2.8816,,,,,,,,,,,,
5/1/2022,1.1313,2.874,,,,,,,,,,,,
6/1/2022,1.1291,2.8758,,,,,,,,,,,,
7/1/2022,1.1359,2.8743,,,,,,,,,,,,
10/1/2022,1.1324,2.8803,,,,,,,,,,,,
11/1/2022,1.1364,2.87505,,,,,,,,,,,,
12/1/2022,1.1442,2.8702,,,,,,,,,,,,
13/1/2022,1.1453,2.85355,,,,,,,,,,,,
14/1/2022,1.1414,2.8566,,,,,,,,,,,,
17/1/2022,1.1407,2.8664,,,,,,,,,,,,
18/1/2022,1.1325,2.8741,,,,,,,,,,,,
19/1/2022,1.1341,2.87635,,,,,,,,,,,,
20/1/2022,1.131,2.874,,,,,,,,,,,,
21/1/2022,1.134,2.8747,,,,,,,,,,,,
24/1/2022,1.1323,2.884,,,,,,,,,,,,
25/1/2022,1.1299,2.8879,,,,,,,,,,,,
26/1/2022,1.1237,2.8846,,,,,,,,,,,,
27/1/2022,1.1143,2.9099,,,,,,,,,,,,
28/1/2022,1.1143,2.9112,,,,,,,,,,,,
31/1/2022,1.1233,2.9091,,,,,,,,,,,,
1/2/2022,1.1269,2.8929,,,,,,,,,,,,
2/2/2022,1.1303,2.8836,,,,,,,,,,,,
3/2/2022,1.1438,2.8759,,,,,,,,,,,,
4/2/2022,1.1446,2.8671,,,,,,,,,,,,
7/2/2022,1.1442,2.868,,,,,,,,,,,,
8/2/2022,1.1414,2.8726,,,,,,,,,,,,
9/2/2022,1.1422,2.8708,,,,,,,,,,,,
10/2/2022,1.1427,2.8805,,,,,,,,,,,,
11/2/2022,1.1349,2.8778,,,,,,,,,,,,
14/2/2022,1.1305,2.8903,,,,,,,,,,,,
15/2/2022,1.1356,2.8841,,,,,,,,,,,,
16/2/2022,1.1373,2.8828,,,,,,,,,,,,
