Date,EUR/TND,USD/TND ,,,,, ,,,,,,,
17/2/2022,1.136,2.8795,,,,,,,,,,,,
18/2/2022,1.1321,2.8842,,,,,,,,,,,,
21/2/2022,1.131,2.8833,,,,,,,,,,,,
22/2/2022,1.1325,2.8858,,,,,,,,,,,,
23/2/2022,1.1309,2.8836,,,,,,,,,,,,
24/2/2022,1.1191,2.9182,,,,,,,,,,,,
25/2/2022,1.1267,2.9063,,,,,,,,,,,,
28/2/2022,1.1219,2.9085,,,,,,,,,,,,
1/3/2022,1.1126,2.917,,,,,,,,,,,,
2/3/2022,1.1121,2.9276,,,,,,,,,,,,
3/3/2022,1.1064,2.9292,,,,,,,,,,,,
4/3/2022,1.0926,2.96135,,,,,,,,,,,,
7/3/2022,1.0852,2.95745,,,,,,,,,,,,
8/3/2022,1.0899,2.96005,,,,,,,,,,,,
9/3/2022,1.1075,2.941,,,,,,,,,,,,
10/3/2022,1.0983,2.9408,,,,,,,,,,,,
11/3/2022,1.0909,2.95235,,,,,,,,,,,,
14/3/2022,1.0939,2.96145,,,,,,,,,,,,
15/3/2022,1.0951,2.95255,,,,,,,,,,,,
16/3/2022,1.1032,2.94885,,,,,,,,,,,,
17/3/2022,1.1089,2.9384,,,,,,,,,,,,
18/3/2022,1.1055,2.94935,,,,,,,,,,,,
21/3/2022,1.1014,2.9494,,,,,,,,,,,,
22/3/2022,1.1027,2.95215,,,,,,,,,,,,
23/3/2022,1.1004,2.96375,,,,,,,,,,,,
24/3/2022,1.0996,2.96385,,,,,,,,,,,,
25/3/2022,1.0981,2.96085,,,,,,,,,,,,
28/3/2022,1.0978,2.9697,,,,,,,,,,,,
29/3/2022,1.1085,2.9413,,,,,,,,,,,,
30/3/2022,1.1156,2.9374,,,,,,,,,,,,
31/3/2022,1.1065,2.9487,,,,,,,,,,,,
1/4/2022,1.1053,2.95665,,,,,,,,,,,,
4/4/2022,1.097,2.9626,,,,,,,,,,,,
5/4/2022,1.0903,2.96895,,,,,,,,,,,,
6/4/2022,1.0893,2.97895,,,,,,,,,,,,
7/4/2022,1.0878,2.97855,,,,,,,,,,,,
8/4/2022,1.0876,2.98375,,,,,,,,,,,,
11/4/2022,1.0883,2.98235,,,,,,,,,,,,
12/4/2022,1.0826,2.99095,,,,,,,,,,,,
13/4/2022,1.0885,2.99645,,,,,,,,,,,,
14/4/2022,1.0827,2.9823,,,,,,,,,,,,
15/4/2022,1.0806,3.00065,,,,,,,,,,,,
18/4/2022,1.078,3.00325,,,,,,,,,,,,
19/4/2022,1.0786,3.00695,,,,,,,,,,,,
20/4/2022,1.085,2.99425,,,,,,,,,,,,
21/4/2022,1.0836,2.98765,,,,,,,,,,,,
22/4/2022,1.0794,3.00775,,,,,,,,,,,,
25/4/2022,1.0711,3.0225,,,,,,,,,,,,
26/4/2022,1.0636,3.02825,,,,,,,,,,,,
27/4/2022,1.0555,3.04435,,,,,,,,,,,,
28/4/2022,1.0494,3.0681,,,,,,,,,,,,
29/4/2022,1.0541,3.05545,,,,,,,,,,,,
2/5/2022,1.0504,3.0616,,,,,,,,,,,,
3/5/2022,1.052,3.0616,,,,,,,,,,,,
4/5/2022,1.0621,3.0616,,,,,,,,,,,,
5/5/2022,1.054,3.06215,,,,,,,,,,,,
6/5/2022,1.0551,3.0595,,,,,,,,,,,,
9/5/2022,1.0555,3.0665,,,,,,,,,,,,
10/5/2022,1.0527,3.0633,,,,,,,,,,,,
11/5/2022,1.0511,3.05945,,,,,,,,,,,,
12/5/2022,1.0379,3.0863,,,,,,,,,,,,
13/5/2022,1.0411,3.0952,,,,,,,,,,,,
16/5/2022,1.0431,3.08365,,,,,,,,,,,,
17/5/2022,1.0547,3.0625,,,,,,,,,,,,
18/5/2022,1.0466,3.0643,,,,,,,,,,,,
19/5/2022,1.0586,3.05245,,,,,,,,,,,,
20/5/2022,1.056,3.0519,,,,,,,,,,,,
23/5/2022,1.0689,3.03425,,,,,,,,,,,,
24/5/2022,1.0734,3.0227,,,,,,,,,,,,
25/5/2022,1.068,3.0336,,,,,,,,,,,,
26/5/2022,1.0724,3.02405,,,,,,,,,,,,
27/5/2022,1.0727,3.01715,,,,,,,,,,,,
30/5/2022,1.0777,3.0158,,,,,,,,,,,,
31/5/2022,1.0733,3.02845,,,,,,,,,,,,
1/6/2022,1.0646,3.0372,,,,,,,,,,,,
2/6/2022,1.0745,3.0303,,,,,,,,,,,,
3/6/2022,1.0718,3.025,,,,,,,,,,,,
6/6/2022,1.0694,3.0308,,,,,,,,,,,,
7/6/2022,1.0699,3.03605,,,,,,,,,,,,
8/6/2022,1.0714,3.0298,,,,,,,,,,,,
9/6/2022,1.0614,3.04435,,,,,,,,,,,,
10/6/2022,1.0515,3.07225,,,,,,,,,,,,
13/6/2022,1.0408,3.0878,,,,,,,,,,,,
14/6/2022,1.0414,3.0906,,,,,,,,,,,,
15/6/2022,1.0443,3.0934,,,,,,,,,,,,
16/6/2022,1.0547,3.0821,,,,,,,,,,,,
17/6/2022,1.0498,3.08025,,,,,,,,,,,,
20/6/2022,1.0509,3.0739,,,,,,,,,,,,
21/6/2022,1.0525,3.06855,,,,,,,,,,,,
22/6/2022,1.0565,3.0679,,,,,,,,,,,,
23/6/2022,1.0523,3.0671,,,,,,,,,,,,
24/6/2022,1.0554,3.06545,,,,,,,,,,,,
27/6/2022,1.0583,3.0624,,,,,,,,,,,,
28/6/2022,1.0518,3.07595,,,,,,,,,,,,
29/6/2022,1.0439,3.0843,,,,,,,,,,,,
30/6/2022,1.0482,3.0943,,,,,,,,,,,,
1/7/2022,1.0428,3.09,,,,,,,,,,,,
4/7/2022,1.0421,3.0901,,,,,,,,,,,,
5/7/2022,1.0266,3.12,,,,,,,,,,,,
6/7/2022,1.0181,3.13885,,,,,,,,,,,,
7/7/2022,1.0159,3.1402,,,,,,,,,,,,
8/7/2022,1.0183,3.1479,,,,,,,,,,,,
11/7/2022,1.0039,3.15735,,,,,,,,,,,,
12/7/2022,1.0036,3.1772,,,,,,,,,,,,
13/7/2022,1.006,3.16655,,,,,,,,,,,,
14/7/2022,1.0016,3.17755,,,,,,,,,,,,
15/7/2022,1.0087,3.1711,,,,,,,,,,,,
18/7/2022,1.0141,3.14755,,,,,,,,,,,,
19/7/2022,1.0224,3.1271,,,,,,,,,,,,
20/7/2022,1.0177,3.14,,,,,,,,,,,,
21/7/2022,1.0228,3.14145,,,,,,,,,,,,
22/7/2022,1.021,3.1467,,,,,,,,,,,,
25/7/2022,1.022,3.15095,,,,,,,,,,,,
26/7/2022,1.0114,3.15095,,,,,,,,,,,,
27/7/2022,1.0202,3.14445,,,,,,,,,,,,
28/7/2022,1.0196,3.14755,,,,,,,,,,,,
29/7/2022,1.0218,3.12425,,,,,,,,,,,,
1/8/2022,1.0261,3.1194,,,,,,,,,,,,
2/8/2022,1.0164,3.1238,,,,,,,,,,,,
3/8/2022,1.0164,3.1358,,,,,,,,,,,,
4/8/2022,1.0243,3.1363,,,,,,,,,,,,
5/8/2022,1.0181,3.12915,,,,,,,,,,,,
8/8/2022,1.0195,3.14115,,,,,,,,,,,,
9/8/2022,1.0211,3.1344,,,,,,,,,,,,
10/8/2022,1.0297,3.1327,,,,,,,,,,,,
11/8/2022,1.0317,3.111,,,,,,,,,,,,
12/8/2022,1.0258,3.1248,,,,,,,,,,,,
15/8/2022,1.016,3.14015,,,,,,,,,,,,
16/8/2022,1.017,3.15635,,,,,,,,,,,,
17/8/2022,1.018,3.14985,,,,,,,,,,,,
18/8/2022,1.0088,3.1497,,,,,,,,,,,,
19/8/2022,1.0034,3.17915,,,,,,,,,,,,
22/8/2022,0.9941,3.1879,,,,,,,,,,,,
23/8/2022,0.9967,3.20645,,,,,,,,,,,,
24/8/2022,0.9965,3.20285,,,,,,,,,,,,
25/8/2022,0.9974,3.19265,,,,,,,,,,,,
26/8/2022,0.9961,3.1878,,,,,,,,,,,,
29/8/2022,0.9995,3.20345,,,,,,,,,,,,
30/8/2022,1.0012,3.19005,,,,,,,,,,,,
31/8/2022,1.0057,3.20385,,,,,,,,,,,,
1/9/2022,0.9944,3.21405,,,,,,,,,,,,
2/9/2022,0.9951,3.20245,,,,,,,,,,,,
5/9/2022,0.9926,3.21905,,,,,,,,,,,,
6/9/2022,0.9902,3.2278,,,,,,,,,,,,
7/9/2022,0.9999,3.22915,,,,,,,,,,,,
8/9/2022,0.9994,3.22005,,,,,,,,,,,,
9/9/2022,1.0039,3.19595,,,,,,,,,,,,
12/9/2022,1.0119,3.17705,,,,,,,,,,,,
13/9/2022,0.997,3.19665,,,,,,,,,,,,
14/9/2022,0.9977,3.20655,,,,,,,,,,,,
15/9/2022,0.9999,3.20435,,,,,,,,,,,,
16/9/2022,1.0015,3.20655,,,,,,,,,,,,
19/9/2022,1.0022,3.20505,,,,,,,,,,,,
20/9/2022,0.997,3.20655,,,,,,,,,,,,
21/9/2022,0.9837,3.2218,,,,,,,,,,,,
22/9/2022,0.9836,3.23305,,,,,,,,,,,,
23/9/2022,0.969,3.25975,,,,,,,,,,,,
26/9/2022,0.9606,3.2841,,,,,,,,,,,,
27/9/2022,0.9592,3.2923,,,,,,,,,,,,
28/9/2022,0.9734,3.2909,,,,,,,,,,,,
29/9/2022,0.9814,3.2633,,,,,,,,,,,,
30/9/2022,0.9799,3.2546,,,,,,,,,,,,
3/10/2022,0.9824,3.2531,,,,,,,,,,,,
4/10/2022,0.9983,3.21525,,,,,,,,,,,,
5/10/2022,0.9882,3.23005,,,,,,,,,,,,
6/10/2022,0.9788,3.23965,,,,,,,,,,,,
7/10/2022,0.9741,3.25795,,,,,,,,,,,,
10/10/2022,0.97,3.27015,,,,,,,,,,,,
11/10/2022,0.9703,3.271,,,,,,,,,,,,
12/10/2022,0.9704,3.2737,,,,,,,,,,,,
13/10/2022,0.9773,3.27185,,,,,,,,,,,,
14/10/2022,0.9719,3.2637,,,,,,,,,,,,
17/10/2022,0.9838,3.251,,,,,,,,,,,,
18/10/2022,0.9852,3.24145,,,,,,,,,,,,
19/10/2022,0.9771,3.25825,,,,,,,,,,,,
20/10/2022,0.9783,3.2541,,,,,,,,,,,,
21/10/2022,0.986,3.25455,,,,,,,,,,,,
24/10/2022,0.9874,3.23455,,,,,,,,,,,,
25/10/2022,0.9964,3.21085,,,,,,,,,,,,
26/10/2022,1.0077,3.19235,,,,,,,,,,,,
27/10/2022,0.9962,3.19645,,,,,,,,,,,,
28/10/2022,0.9963,3.21155,,,,,,,,,,,,
31/10/2022,0.9883,3.23025,,,,,,,,,,,,
1/11/2022,0.9874,3.21805,,,,,,,,,,,,
2/11/2022,0.9817,3.228,,,,,,,,,,,,
3/11/2022,0.9751,3.2612,,,,,,,,,,,,
4/11/2022,0.996,3.22275,,,,,,,,,,,,
7/11/2022,1.0019,3.20695,,,,,,,,,,,,
8/11/2022,1.0072,3.20785,,,,,,,,,,,,
9/11/2022,1.0011,3.20245,,,,,,,,,,,,
10/11/2022,1.0208,3.18195,,,,,,,,,,,,
11/11/2022,1.0352,3.13945,,,,,,,,,,,,
14/11/2022,1.0325,3.1429,,,,,,,,,,,,
15/11/2022,1.0348,3.11675,,,,,,,,,,,,
16/11/2022,1.0392,3.1248,,,,,,,,,,,,
17/11/2022,1.036,3.1406,,,,,,,,,,,,
18/11/2022,1.0324,3.1291,,,,,,,,,,,,
21/11/2022,1.0241,3.1542,,,,,,,,,,,,
22/11/2022,1.0302,3.14705,,,,,,,,,,,,
23/11/2022,1.0395,3.13365,,,,,,,,,,,,
24/11/2022,1.0408,3.1129,,,,,,,,,,,,
25/11/2022,1.0395,3.125,,,,,,,,,,,,
28/11/2022,1.0337,3.1061,,,,,,,,,,,,
29/11/2022,1.0327,3.1306,,,,,,,,,,,,
30/11/2022,1.0405,3.1268,,,,,,,,,,,,
1/12/2022,1.0522,3.1008,,,,,,,,,,,,
2/12/2022,1.0538,3.1092,,,,,,,,,,,,
5/12/2022,1.0491,3.0889,,,,,,,,,,,,
6/12/2022,1.0469,3.0996,,,,,,,,,,,,
7/12/2022,1.0505,3.098,,,,,,,,,,,,
8/12/2022,1.0556,3.0972,,,,,,,,,,,,
9/12/2022,1.053,3.0895,,,,,,,,,,,,
12/12/2022,1.0535,3.0879,,,,,,,,,,,,
13/12/2022,1.063,3.0686,,,,,,,,,,,,
14/12/2022,1.0682,3.0725,,,,,,,,,,,,
15/12/2022,1.0626,3.06315,,,,,,,,,,,,
16/12/2022,1.0582,3.0785,,,,,,,,,,,,
19/12/2022,1.0605,3.0867,,,,,,,,,,,,
20/12/2022,1.0621,3.0834,,,,,,,,,,,,
21/12/2022,1.0603,3.0797,,,,,,,,,,,,
22/12/2022,1.0593,3.0836,,,,,,,,,,,,
23/12/2022,1.0614,3.08475,,,,,,,,,,,,
26/12/2022,1.0635,3.0813,,,,,,,,,,,,
27/12/2022,1.0638,3.0845,,,,,,,,,,,,
28/12/2022,1.0608,3.0784,,,,,,,,,,,,
29/12/2022,1.0661,3.0764,,,,,,,,,,,,
30/12/2022,1.0702,3.077,,,,,,,,,,,,
1/1/2023,1.1044,3.0744,,,,,,,,,,,,
2/1/2023,1.0662,3.0744,,,,,,,,,,,,
3/1/2023,1.0546,3.0933,,,,,,,,,,,,
4/1/2023,1.0599,3.0817,,,,,,,,,,,,
5/1/2023,1.052,3.0997,,,,,,,,,,,,
6/1/2023,1.0644,3.1009,,,,,,,,,,,,
9/1/2023,1.0728,3.06785,,,,,,,,,,,,
10/1/2023,1.0734,3.0637,,,,,,,,,,,,
11/1/2023,1.0755,3.06465,,,,,,,,,,,,
12/1/2023,1.0846,3.05225,,,,,,,,,,,,
13/1/2023,1.0828,3.05225,,,,,,,,,,,,
16/1/2023,1.0816,3.04605,,,,,,,,,,,,
17/1/2023,1.0788,3.0374,,,,,,,,,,,,
18/1/2023,1.0792,3.03585,,,,,,,,,,,,
19/1/2023,1.0827,3.04605,,,,,,,,,,,,
20/1/2023,1.0855,3.048,,,,,,,,,,,,
23/1/2023,1.0868,3.04145,,,,,,,,,,,,
24/1/2023,1.0885,3.03965,,,,,,,,,,,,
25/1/2023,1.0915,3.0392,,,,,,,,,,,,
26/1/2023,1.0889,3.03275,,,,,,,,,,,,
27/1/2023,1.0867,3.0414,,,,,,,,,,,,
30/1/2023,1.0844,3.0414,,,,,,,,,,,,
31/1/2023,1.0862,3.0423,,,,,,,,,,,,
1/2/2023,1.0989,3.03185,,,,,,,,,,,,
2/2/2023,1.091,3.02575,,,,,,,,,,,,
3/2/2023,1.0793,3.0471,,,,,,,,,,,,
6/2/2023,1.073,3.06785,,,,,,,,,,,,
7/2/2023,1.0723,3.0773,,,,,,,,,,,,
8/2/2023,1.0709,3.0677,,,,,,,,,,,,
9/2/2023,1.0736,3.05585,,,,,,,,,,,,
10/2/2023,1.0675,3.0733,,,,,,,,,,,,
13/2/2023,1.072,3.0796,,,,,,,,,,,,
14/2/2023,1.0735,3.0644,,,,,,,,,,,,
15/2/2023,1.0689,3.08215,,,,,,,,,,,,
16/2/2023,1.0668,3.082,,,,,,,,,,,,
17/2/2023,1.0694,3.0922,,,,,,,,,,,,
20/2/2023,1.0682,3.08135,,,,,,,,,,,,
21/2/2023,1.0646,3.0864,,,,,,,,,,,,
22/2/2023,1.0601,3.0897,,,,,,,,,,,,
23/2/2023,1.0595,3.0962,,,,,,,,,,,,
24/2/2023,1.0546,3.1108,,,,,,,,,,,,
27/2/2023,1.0607,3.10465,,,,,,,,,,,,
28/2/2023,1.0576,3.0961,,,,,,,,,,,,
1/3/2023,1.0665,3.0882,,,,,,,,,,,,
2/3/2023,1.0596,3.1034,,,,,,,,,,,,
3/3/2023,1.0632,3.0975,,,,,,,,,,,,
6/3/2023,1.0678,3.09165,,,,,,,,,,,,
7/3/2023,1.0547,3.0903,,,,,,,,,,,,
8/3/2023,1.0544,3.1147,,,,,,,,,,,,
9/3/2023,1.058,3.10905,,,,,,,,,,,,
10/3/2023,1.0643,3.098,,,,,,,,,,,,
13/3/2023,1.0729,3.0766,,,,,,,,,,,,
14/3/2023,1.0732,3.0758,,,,,,,,,,,,
15/3/2023,1.0575,3.1055,,,,,,,,,,,,
16/3/2023,1.0605,3.0964,,,,,,,,,,,,
17/3/2023,1.0666,3.08655,,,,,,,,,,,,
20/3/2023,1.0719,3.0634,,,,,,,,,,,,
21/3/2023,1.0767,3.0634,,,,,,,,,,,,
22/3/2023,1.0855,3.0625,,,,,,,,,,,,
23/3/2023,1.083,3.0433,,,,,,,,,,,,
24/3/2023,1.0759,3.07105,,,,,,,,,,,,
27/3/2023,1.0796,3.0636,,,,,,,,,,,,
28/3/2023,1.0843,3.05435,,,,,,,,,,,,
29/3/2023,1.0843,3.05065,,,,,,,,,,,,
30/3/2023,1.0901,3.04805,,,,,,,,,,,,
31/3/2023,1.0839,3.04935,,,,,,,,,,,,
3/4/2023,1.0895,3.05265,,,,,,,,,,,,
4/4/2023,1.0952,3.0425,,,,,,,,,,,,
5/4/2023,1.0903,3.03875,,,,,,,,,,,,
6/4/2023,1.092,3.04615,,,,,,,,,,,,
7/4/2023,1.0897,3.044,,,,,,,,,,,,
10/4/2023,1.0859,3.04835,,,,,,,,,,,,
11/4/2023,1.091,3.04845,,,,,,,,,,,,
12/4/2023,1.0989,3.0499,,,,,,,,,,,,
13/4/2023,1.1044,3.0338,,,,,,,,,,,,
14/4/2023,1.1,3.02795,,,,,,,,,,,,
17/4/2023,1.0926,3.0444,,,,,,,,,,,,
18/4/2023,1.0971,3.04505,,,,,,,,,,,,
19/4/2023,1.0954,3.05385,,,,,,,,,,,,
20/4/2023,1.0967,3.04765,,,,,,,,,,,,
21/4/2023,1.0987,3.0392,,,,,,,,,,,,
24/4/2023,1.1041,3.0392,,,,,,,,,,,,
25/4/2023,1.0972,3.0447,,,,,,,,,,,,
26/4/2023,1.104,3.0276,,,,,,,,,,,,
27/4/2023,1.1027,3.04355,,,,,,,,,,,,
28/4/2023,1.102,3.04545,,,,,,,,,,,,
1/5/2023,1.0975,3.05625,,,,,,,,,,,,
2/5/2023,1.0999,3.05625,,,,,,,,,,,,
3/5/2023,1.1059,3.0398,,,,,,,,,,,,
4/5/2023,1.1011,3.04455,,,,,,,,,,,,
5/5/2023,1.1017,3.04755,,,,,,,,,,,,
8/5/2023,1.1004,3.0385,,,,,,,,,,,,
9/5/2023,1.096,3.054,,,,,,,,,,,,
10/5/2023,1.098,3.0476,,,,,,,,,,,,
11/5/2023,1.0914,3.0621,,,,,,,,,,,,
12/5/2023,1.0848,3.0676,,,,,,,,,,,,
15/5/2023,1.0872,3.07095,,,,,,,,,,,,
16/5/2023,1.0861,3.0708,,,,,,,,,,,,
17/5/2023,1.0839,3.0851,,,,,,,,,,,,
18/5/2023,1.0769,3.0922,,,,,,,,,,,,
19/5/2023,1.0802,3.0901,,,,,,,,,,,,
22/5/2023,1.0811,3.0887,,,,,,,,,,,,
23/5/2023,1.0768,3.0942,,,,,,,,,,,,
24/5/2023,1.0748,3.0965,,,,,,,,,,,,
25/5/2023,1.0719,3.107,,,,,,,,,,,,
26/5/2023,1.0724,3.10825,,,,,,,,,,,,
29/5/2023,1.0705,3.1121,,,,,,,,,,,,
30/5/2023,1.0733,3.1087,,,,,,,,,,,,
31/5/2023,1.0688,3.1208,,,,,,,,,,,,
1/6/2023,1.0761,3.1077,,,,,,,,,,,,
2/6/2023,1.0706,3.1075,,,,,,,,,,,,
5/6/2023,1.0712,3.1142,,,,,,,,,,,,
6/6/2023,1.0691,3.12235,,,,,,,,,,,,
7/6/2023,1.0697,3.1136,,,,,,,,,,,,
8/6/2023,1.0781,3.1062,,,,,,,,,,,,
9/6/2023,1.0747,3.1057,,,,,,,,,,,,
12/6/2023,1.0757,3.1102,,,,,,,,,,,,
13/6/2023,1.0791,3.1036,,,,,,,,,,,,
14/6/2023,1.0831,3.0947,,,,,,,,,,,,
15/6/2023,1.0945,3.0876,,,,,,,,,,,,
16/6/2023,1.0933,3.07775,,,,,,,,,,,,
19/6/2023,1.0922,3.08615,,,,,,,,,,,,
20/6/2023,1.0916,3.0878,,,,,,,,,,,,
21/6/2023,1.0984,3.08955,,,,,,,,,,,,
22/6/2023,1.0956,3.07925,,,,,,,,,,,,
23/6/2023,1.0889,3.098,,,,,,,,,,,,
26/6/2023,1.0904,3.0954,,,,,,,,,,,,
27/6/2023,1.0959,3.0866,,,,,,,,,,,,
28/6/2023,1.0911,3.0966,,,,,,,,,,,,
29/6/2023,1.0864,3.0966,,,,,,,,,,,,
30/6/2023,1.091,3.0966,,,,,,,,,,,,
3/7/2023,1.0911,3.1009,,,,,,,,,,,,
4/7/2023,1.0877,3.0996,,,,,,,,,,,,
5/7/2023,1.0851,3.1028,,,,,,,,,,,,
6/7/2023,1.0887,3.0995,,,,,,,,,,,,
7/7/2023,1.0967,3.0993,,,,,,,,,,,,
10/7/2023,1.0999,3.0874,,,,,,,,,,,,
11/7/2023,1.1006,3.0747,,,,,,,,,,,,
12/7/2023,1.1128,3.07085,,,,,,,,,,,,
13/7/2023,1.1224,3.04415,,,,,,,,,,,,
14/7/2023,1.1227,3.0359,,,,,,,,,,,,
17/7/2023,1.1234,3.035,,,,,,,,,,,,
18/7/2023,1.1226,3.04445,,,,,,,,,,,,
19/7/2023,1.1198,3.04445,,,,,,,,,,,,
20/7/2023,1.1128,3.04445,,,,,,,,,,,,
21/7/2023,1.1123,3.0613,,,,,,,,,,,,
24/7/2023,1.1062,3.0657,,,,,,,,,,,,
25/7/2023,1.1053,3.0655,,,,,,,,,,,,
26/7/2023,1.1083,3.0655,,,,,,,,,,,,
27/7/2023,1.0973,3.0543,,,,,,,,,,,,
28/7/2023,1.1015,3.07585,,,,,,,,,,,,
31/7/2023,1.0993,3.0764,,,,,,,,,,,,
1/8/2023,1.0982,3.0869,,,,,,,,,,,,
2/8/2023,1.0936,3.0873,,,,,,,,,,,,
3/8/2023,1.0944,3.0955,,,,,,,,,,,,
4/8/2023,1.101,3.094,,,,,,,,,,,,
7/8/2023,1.1002,3.0879,,,,,,,,,,,,
8/8/2023,1.0954,3.0919,,,,,,,,,,,,
9/8/2023,1.0973,3.0892,,,,,,,,,,,,
10/8/2023,1.0979,3.0808,,,,,,,,,,,,
11/8/2023,1.0944,3.0885,,,,,,,,,,,,
14/8/2023,1.0904,3.0974,,,,,,,,,,,,
15/8/2023,1.0904,3.0994,,,,,,,,,,,,
16/8/2023,1.0874,3.102,,,,,,,,,,,,
17/8/2023,1.0871,3.1061,,,,,,,,,,,,
18/8/2023,1.0865,3.11165,,,,,,,,,,,,
21/8/2023,1.0891,3.103,,,,,,,,,,,,
22/8/2023,1.0844,3.107,,,,,,,,,,,,
23/8/2023,1.0859,3.1218,,,,,,,,,,,,
24/8/2023,1.0809,3.1132,,,,,,,,,,,,
25/8/2023,1.08,3.1224,,,,,,,,,,,,
28/8/2023,1.0817,3.12415,,,,,,,,,,,,
29/8/2023,1.0877,3.1239,,,,,,,,,,,,
30/8/2023,1.0924,3.1091,,,,,,,,,,,,
31/8/2023,1.0841,3.112,,,,,,,,,,,,
1/9/2023,1.0773,3.1167,,,,,,,,,,,,
4/9/2023,1.0794,3.1263,,,,,,,,,,,,
5/9/2023,1.072,3.14015,,,,,,,,,,,,
6/9/2023,1.0727,3.1422,,,,,,,,,,,,
7/9/2023,1.0699,3.14695,,,,,,,,,,,,
8/9/2023,1.0699,3.14035,,,,,,,,,,,,
11/9/2023,1.0748,3.1365,,,,,,,,,,,,
12/9/2023,1.0752,3.14275,,,,,,,,,,,,
13/9/2023,1.0728,3.139,,,,,,,,,,,,
14/9/2023,1.0641,3.1543,,,,,,,,,,,,
15/9/2023,1.0655,3.15365,,,,,,,,,,,,
18/9/2023,1.069,3.15425,,,,,,,,,,,,
19/9/2023,1.0677,3.1492,,,,,,,,,,,,
20/9/2023,1.0659,3.14455,,,,,,,,,,,,
21/9/2023,1.0658,3.1594,,,,,,,,,,,,
22/9/2023,1.0652,3.15625,,,,,,,,,,,,
25/9/2023,1.059,3.17045,,,,,,,,,,,,
26/9/2023,1.057,3.17255,,,,,,,,,,,,
27/9/2023,1.05,3.17775,,,,,,,,,,,,
28/9/2023,1.0559,3.17775,,,,,,,,,,,,
29/9/2023,1.057,3.17325,,,,,,,,,,,,
2/10/2023,1.0476,3.18655,,,,,,,,,,,,
3/10/2023,1.0465,3.19355,,,,,,,,,,,,
4/10/2023,1.0503,3.18985,,,,,,,,,,,,
5/10/2023,1.0548,3.1828,,,,,,,,,,,,
6/10/2023,1.0586,3.18625,,,,,,,,,,,,
9/10/2023,1.0565,3.1786,,,,,,,,,,,,
10/10/2023,1.0603,3.16795,,,,,,,,,,,,
11/10/2023,1.0617,3.1621,,,,,,,,,,,,
12/10/2023,1.0526,3.17915,,,,,,,,,,,,
13/10/2023,1.0509,3.18695,,,,,,,,,,,,
16/10/2023,1.0558,3.18295,,,,,,,,,,,,
17/10/2023,1.0575,3.1793,,,,,,,,,,,,
18/10/2023,1.0535,3.18135,,,,,,,,,,,,
19/10/2023,1.0579,3.17775,,,,,,,,,,,,
20/10/2023,1.0593,3.17555,,,,,,,,,,,,
23/10/2023,1.0668,3.17295,,,,,,,,,,,,
24/10/2023,1.0588,3.17085,,,,,,,,,,,,
25/10/2023,1.0563,3.17765,,,,,,,,,,,,
26/10/2023,1.056,3.18605,,,,,,,,,,,,
27/10/2023,1.0564,3.17455,,,,,,,,,,,,
30/10/2023,1.0613,3.17225,,,,,,,,,,,,
31/10/2023,1.0576,3.1729,,,,,,,,,,,,
1/11/2023,1.0568,3.1853,,,,,,,,,,,,
2/11/2023,1.062,3.1654,,,,,,,,,,,,
3/11/2023,1.0729,3.1512,,,,,,,,,,,,
6/11/2023,1.0715,3.1448,,,,,,,,,,,,
7/11/2023,1.0699,3.15855,,,,,,,,,,,,
8/11/2023,1.0707,3.15895,,,,,,,,,,,,
9/11/2023,1.0666,3.1543,,,,,,,,,,,,
10/11/2023,1.0681,3.15955,,,,,,,,,,,,
13/11/2023,1.0697,3.16115,,,,,,,,,,,,
14/11/2023,1.0879,3.13525,,,,,,,,,,,,
15/11/2023,1.0846,3.1251,,,,,,,,,,,,
16/11/2023,1.085,3.1214,,,,,,,,,,,,
17/11/2023,1.0907,3.12085,,,,,,,,,,,,
20/11/2023,1.0938,3.1086,,,,,,,,,,,,
21/11/2023,1.0909,3.1042,,,,,,,,,,,,
22/11/2023,1.0887,3.1143,,,,,,,,,,,,
23/11/2023,1.0904,3.11465,,,,,,,,,,,,
24/11/2023,1.0939,3.1092,,,,,,,,,,,,
27/11/2023,1.0953,3.1051,,,,,,,,,,,,
28/11/2023,1.099,3.0996,,,,,,,,,,,,
29/11/2023,1.0968,3.0976,,,,,,,,,,,,
30/11/2023,1.0886,3.1079,,,,,,,,,,,,
1/12/2023,1.0881,3.11565,,,,,,,,,,,,
4/12/2023,1.0836,3.1187,,,,,,,,,,,,
5/12/2023,1.0795,3.1232,,,,,,,,,,,,
6/12/2023,1.0762,3.12775,,,,,,,,,,,,
7/12/2023,1.0792,3.12745,,,,,,,,,,,,
8/12/2023,1.0761,3.1335,,,,,,,,,,,,
11/12/2023,1.0761,3.1345,,,,,,,,,,,,
12/12/2023,1.0792,3.1274,,,,,,,,,,,,
13/12/2023,1.0873,3.1252,,,,,,,,,,,,
14/12/2023,1.0991,3.088,,,,,,,,,,,,
15/12/2023,1.0894,3.094,,,,,,,,,,,,
18/12/2023,1.0922,3.0965,,,,,,,,,,,,
19/12/2023,1.098,3.0914,,,,,,,,,,,,
20/12/2023,1.0938,3.09115,,,,,,,,,,,,
21/12/2023,1.1008,3.0845,,,,,,,,,,,,
22/12/2023,1.101,3.07695,,,,,,,,,,,,
25/12/2023,1.1007,3.0806,,,,,,,,,,,,
